shipment_id,origin_city,dest_city,mode,carrier,dest_tier,distance_km,weight_kg,delivery_time_days,cost_inr,delayed,ship_date
590,Coimbatore,Indore,Road,Partner-A,Tier-2,1022.0,8.78,3.7,1242.0,0,2026-01-21
591,Bengaluru,Chennai,Air,Partner-A,Tier-1,98.0,0.73,1.8,487.0,1,2026-02-09
592,Kochi,Chennai,Air,InHouse Fleet,Tier-1,566.0,11.84,0.7,2291.0,0,2026-02-11
593,Coimbatore,Indore,Road,Partner-A,Tier-2,682.0,4.45,2.6,782.0,0,2026-03-13
595,Pune,Bengaluru,Road,InHouse Fleet,Tier-1,501.0,7.16,2.1,662.0,0,2026-02-15
596,Pune,Kochi,Air,Partner-A,Tier-2,632.0,9.26,1.6,2240.0,0,2026-03-23
597,Coimbatore,Hyderabad,Road,Partner-A,Tier-1,198.0,2.38,1.4,387.0,0,2026-03-14
598,Indore,Coimbatore,Road,InHouse Fleet,Tier-2,785.0,5.25,2.2,891.0,0,2026-04-28
599,Pune,Hyderabad,Road,InHouse Fleet,Tier-1,468.0,4.37,2.9,738.0,0,2026-02-10
600,Nagpur,Hyderabad,Road,InHouse Fleet,Tier-1,525.0,1.89,3.3,640.0,0,2026-04-04
601,Coimbatore,Nagpur,Road,InHouse Fleet,Tier-2,648.0,10.81,2.8,773.0,0,2026-05-12
602,Kochi,Bengaluru,Road,Partner-A,Tier-1,242.0,4.09,1.9,453.0,0,2026-04-09
603,Pune,Nagpur,Air,Partner-B,Tier-2,369.0,1.81,1.4,1186.0,0,2026-05-22
604,Nagpur,Bengaluru,Road,InHouse Fleet,Tier-1,497.0,,2.7,581.0,0,2026-05-22
606,Hyderabad,Indore,Road,Partner-B,Tier-2,726.0,1.35,1.8,845.0,0,2026-02-22
607,Indore,Kochi,Road,Partner-B,Tier-2,476.0,3.68,2.1,574.0,0,2026-08-28
608,Kochi,Bengaluru,Road,InHouse Fleet,Tier-1,253.0,6.64,1.2,442.0,0,2026-08-17
609,Pune,Chennai,Road,Partner-B,Tier-1,266.0,1.21,1.7,372.0,0,2026-05-08
610,Kochi,Pune,Road,InHouse Fleet,Tier-1,83.0,8.39,1.8,433.0,0,2026-07-31
611,Coimbatore,Kochi,Air,InHouse Fleet,Tier-2,503.0,5.72,1.4,1764.0,0,2026-01-29
612,Chennai,Kochi,Road,InHouse Fleet,Tier-2,446.0,9.3,1.8,716.0,0,2026-01-23
613,Pune,Chennai,Road,InHouse Fleet,Tier-1,276.0,9.23,0.8,517.0,0,2026-08-27
614,Chennai,Pune,Air,InHouse Fleet,Tier-1,217.0,3.57,1.1,1015.0,0,2026-03-26
616,Hyderabad,Pune,Road,InHouse Fleet,Tier-1,57.0,3.66,1.5,230.0,0,2026-06-08
617,Bengaluru,Nagpur,Road,Partner-B,Tier-2,1014.0,7.55,2.7,1168.0,0,2026-04-06
618,Kochi,Indore,Road,Partner-B,Tier-2,875.0,2.05,2.1,898.0,0,2026-08-21
619,Indore,Hyderabad,Air,InHouse Fleet,Tier-1,210.0,2.07,2.5,896.0,1,2026-03-12
620,Hyderabad,Indore,Road,Partner-B,Tier-2,699.0,3.17,2.8,773.0,0,2026-07-24
621,Pune,Indore,Air,Partner-B,Tier-2,725.0,1.48,1.4,2062.0,0,2026-07-08
622,Chennai,Hyderabad,Air,Partner-A,Tier-1,564.0,1.79,2.3,1616.0,0,2026-05-31
623,Indore,Pune,Road,InHouse Fleet,Tier-1,203.0,1.85,1.5,352.0,0,2026-01-08
624,Chennai,Kochi,Rail,Partner-A,Tier-2,847.0,4.11,3.4,768.0,0,2026-03-17
625,Coimbatore,Pune,Road,Partner-B,Tier-1,251.0,3.96,2.3,348.0,0,2026-04-10
626,Chennai,Nagpur,Rail,Partner-A,Tier-2,410.0,10.29,1.0,560.0,0,2026-01-16
627,Coimbatore,Chennai,Road,InHouse Fleet,Tier-1,480.0,4.17,2.3,485.0,0,2026-06-03
629,Indore,Chennai,Road,Partner-A,Tier-1,582.0,4.95,3.3,683.0,0,2026-06-06
631,Bengaluru,Hyderabad,Road,InHouse Fleet,Tier-1,816.0,16.15,2.2,1123.0,0,2026-04-03
632,Pune,Indore,Road,InHouse Fleet,Tier-2,434.0,0.4,1.4,600.0,0,2026-01-06
633,Coimbatore,Bengaluru,Road,Partner-B,Tier-1,476.0,6.18,1.6,569.0,0,2026-02-06
634,Bengaluru,Pune,Road,Partner-B,Tier-1,276.0,4.45,2.1,595.0,0,2026-06-10
636,Chennai,Nagpur,Road,Partner-B,Tier-2,791.0,6.65,2.9,989.0,0,2026-04-05
637,Bengaluru,Hyderabad,Rail,InHouse Fleet,Tier-1,85.0,3.34,0.5,161.0,0,2026-06-23
638,Indore,Chennai,Air,Partner-A,Tier-1,123.0,4.15,1.3,814.0,0,2026-03-02
639,Chennai,Nagpur,Rail,Partner-A,Tier-2,510.0,12.19,1.8,636.0,1,2026-06-18
640,Kochi,Pune,Road,Partner-B,Tier-1,364.0,7.47,1.7,510.0,0,2026-01-18
641,Nagpur,Indore,Road,Partner-B,Tier-2,535.0,4.31,1.7,674.0,0,2026-08-18
642,Nagpur,Pune,Road,InHouse Fleet,Tier-1,469.0,2.73,2.3,612.0,0,2026-04-21
643,Kochi,Coimbatore,Air,Partner-B,Tier-2,835.0,2.05,2.3,2372.0,0,2026-04-05
645,Kochi,Coimbatore,Road,Partner-A,Tier-2,758.0,3.52,2.3,880.0,0,2026-01-16
646,Coimbatore,Hyderabad,Road,Partner-A,Tier-1,641.0,4.63,1.6,741.0,0,2026-04-14
647,Coimbatore,Chennai,Rail,Partner-A,Tier-1,425.0,16.11,1.6,775.0,0,2026-06-28
648,Bengaluru,Hyderabad,Road,InHouse Fleet,Tier-1,131.0,5.85,1.7,414.0,0,2026-06-14
649,Kochi,Indore,Road,Partner-B,Tier-2,895.0,3.02,2.7,977.0,0,2026-01-14
650,Coimbatore,Nagpur,Road,InHouse Fleet,Tier-2,541.0,0.4,1.4,650.0,0,2026-04-13
651,Indore,Pune,Road,InHouse Fleet,Tier-1,514.0,2.66,2.6,740.0,0,2026-03-09
652,Kochi,Coimbatore,Road,Partner-A,Tier-2,933.0,3.53,3.9,975.0,0,2026-01-30
653,Indore,Kochi,Road,InHouse Fleet,Tier-2,732.0,6.28,2.6,842.0,0,2026-03-01
655,Nagpur,Indore,Air,InHouse Fleet,Tier-2,381.0,3.63,0.5,1301.0,0,2026-02-22
658,Hyderabad,Kochi,Air,Partner-A,Tier-2,485.0,16.61,1.2,2342.0,0,2026-08-13
659,Pune,Hyderabad,Road,InHouse Fleet,Tier-1,588.0,4.38,2.4,754.0,0,2026-06-13
660,Chennai,Pune,Road,Partner-A,Tier-1,320.0,10.53,1.2,535.0,0,2026-06-07
661,Kochi,Chennai,Road,Partner-A,Tier-1,364.0,1.1,2.2,511.0,0,2026-03-05
662,Hyderabad,Nagpur,Air,Partner-A,Tier-2,787.0,5.04,1.1,2337.0,0,2026-01-14
663,Coimbatore,Chennai,Road,InHouse Fleet,Tier-1,475.0,2.69,2.1,656.0,0,2026-01-23
664,Nagpur,Hyderabad,Road,Partner-B,Tier-1,400.0,10.73,1.8,555.0,0,2026-06-25
665,Bengaluru,Nagpur,Road,Partner-B,Tier-2,612.0,3.83,2.7,703.0,0,2026-06-05
667,Nagpur,Kochi,Road,InHouse Fleet,Tier-2,594.0,12.42,2.3,848.0,0,2026-05-02
668,Pune,Kochi,Road,Partner-B,Tier-2,804.0,8.31,2.7,1093.0,0,2026-01-07
669,Coimbatore,Bengaluru,Air,Partner-A,Tier-1,450.0,3.43,0.9,1585.0,0,2026-06-19
670,Indore,Hyderabad,Road,Partner-A,Tier-1,304.0,2.01,1.7,263.0,0,2026-01-10
671,Bengaluru,Hyderabad,Road,InHouse Fleet,Tier-1,545.0,2.83,2.1,693.0,0,2026-07-15
672,Nagpur,Pune,Road,Partner-B,Tier-1,327.0,4.15,1.2,542.0,0,2026-06-21
673,Nagpur,Chennai,Road,Partner-A,Tier-1,197.0,8.27,1.5,484.0,0,2026-04-12
674,Nagpur,Hyderabad,Road,InHouse Fleet,Tier-1,213.0,5.17,1.7,436.0,1,2026-01-13
675,Pune,Hyderabad,Air,InHouse Fleet,Tier-1,174.0,9.34,0.9,1253.0,0,2026-08-01
677,Pune,Coimbatore,Road,InHouse Fleet,Tier-2,601.0,13.07,2.9,1000.0,1,2026-06-10
678,Kochi,Nagpur,Road,Partner-B,Tier-2,872.0,5.38,3.1,934.0,0,2026-08-20
679,Chennai,Indore,Road,Partner-A,Tier-2,505.0,2.22,1.4,662.0,0,2026-08-08
680,Chennai,Indore,Road,Partner-A,Tier-2,684.0,6.88,3.3,880.0,0,2026-08-03
681,Kochi,Bengaluru,Road,InHouse Fleet,Tier-1,232.0,17.82,2.0,743.0,0,2026-06-09
682,Coimbatore,Indore,Air,InHouse Fleet,Tier-2,603.0,9.7,2.1,2284.0,0,2026-05-07
683,Indore,Pune,Road,Partner-B,Tier-1,78.0,6.5,1.4,236.0,0,2026-02-17
684,Pune,Bengaluru,Road,InHouse Fleet,Tier-1,310.0,2.49,0.9,328.0,0,2026-01-05
685,Bengaluru,Nagpur,Road,Partner-A,Tier-2,615.0,4.5,3.0,739.0,0,2026-03-02
686,Nagpur,Coimbatore,Road,InHouse Fleet,Tier-2,747.0,1.18,2.7,874.0,0,2026-05-02
687,Nagpur,Indore,Road,InHouse Fleet,Tier-2,690.0,1.9,2.7,677.0,0,2026-03-31
688,Coimbatore,Chennai,Road,InHouse Fleet,Tier-1,134.0,6.98,1.6,386.0,1,2026-04-13
689,Indore,Coimbatore,Road,Partner-A,Tier-2,845.0,0.91,4.0,820.0,0,2026-03-31
690,Chennai,Kochi,Road,Partner-B,Tier-2,688.0,3.99,2.2,748.0,0,2026-01-03
691,Chennai,Pune,Road,InHouse Fleet,Tier-1,386.0,1.7,1.5,500.0,0,2026-01-24
692,Nagpur,Coimbatore,Road,InHouse Fleet,Tier-2,648.0,1.99,1.9,759.0,0,2026-04-27
693,Coimbatore,Pune,Road,InHouse Fleet,Tier-1,257.0,,0.9,401.0,0,2026-04-08
695,Chennai,Pune,Rail,InHouse Fleet,Tier-1,389.0,2.84,1.1,484.0,0,2026-06-11
696,Pune,Nagpur,Road,Partner-B,Tier-2,736.0,1.39,1.8,803.0,0,2026-03-25
697,Indore,Pune,Road,Partner-A,Tier-1,40.0,3.33,1.3,185.0,0,2026-04-29
698,Chennai,Pune,Road,Partner-A,Tier-1,253.0,1.34,2.8,362.0,0,2026-08-10
699,Chennai,Kochi,Air,InHouse Fleet,Tier-2,604.0,11.91,2.7,2518.0,1,2026-02-11
700,Hyderabad,Chennai,Air,Partner-B,Tier-1,396.0,8.59,0.8,1738.0,0,2026-05-28
701,Chennai,Bengaluru,Road,InHouse Fleet,Tier-1,565.0,8.57,2.1,761.0,0,2026-02-10
702,Kochi,Hyderabad,Rail,InHouse Fleet,Tier-1,211.0,2.61,2.1,267.0,1,2026-03-23
703,Bengaluru,Kochi,Road,Partner-A,Tier-2,560.0,7.14,2.5,770.0,0,2026-04-12
704,Kochi,Bengaluru,Road,Partner-A,Tier-1,258.0,6.07,1.7,504.0,0,2026-05-28
705,Coimbatore,Pune,Air,InHouse Fleet,Tier-1,206.0,2.78,1.0,885.0,0,2026-01-06
706,Coimbatore,Chennai,Air,InHouse Fleet,Tier-1,288.0,4.92,1.9,1315.0,1,2026-05-02
707,Pune,Coimbatore,Road,Partner-A,Tier-2,789.0,1.12,2.1,804.0,0,2026-07-04
708,Kochi,Chennai,Road,InHouse Fleet,Tier-1,160.0,2.06,1.6,172.0,0,2026-06-19
710,Kochi,Pune,Road,Partner-A,Tier-1,427.0,4.82,2.2,598.0,0,2026-01-25
711,Indore,Chennai,Air,InHouse Fleet,Tier-1,44.0,3.49,1.1,511.0,1,2026-02-10
712,Chennai,Indore,Road,InHouse Fleet,Tier-2,549.0,6.7,2.7,651.0,0,2026-06-18
713,Bengaluru,Chennai,Road,InHouse Fleet,Tier-1,291.0,2.85,1.7,371.0,0,2026-01-03
715,Kochi,Nagpur,Road,Partner-A,Tier-2,951.0,3.93,2.8,1013.0,0,2026-04-18
716,Kochi,Indore,Road,InHouse Fleet,Tier-2,601.0,5.13,2.4,818.0,0,2026-06-20
717,Hyderabad,Chennai,Road,Partner-A,Tier-1,40.0,2.64,0.5,120.0,0,2026-06-23
718,Pune,Hyderabad,Rail,Partner-B,Tier-1,40.0,3.87,1.4,191.0,0,2026-02-26
719,Kochi,Hyderabad,Air,InHouse Fleet,Tier-1,356.0,6.03,1.8,1566.0,0,2026-03-24
720,Pune,Chennai,Road,Partner-B,Tier-1,460.0,14.2,1.6,839.0,0,2026-03-15
721,Chennai,Nagpur,Air,InHouse Fleet,Tier-2,718.0,2.66,1.0,2049.0,0,2026-06-28
722,Hyderabad,Coimbatore,Air,InHouse Fleet,Tier-2,680.0,3.51,1.2,2071.0,0,2026-05-13
724,Bengaluru,Hyderabad,Road,InHouse Fleet,Tier-1,559.0,9.64,2.2,855.0,0,2026-03-27
725,Bengaluru,Coimbatore,Road,InHouse Fleet,Tier-2,553.0,,2.4,945.0,0,2026-07-20
726,Coimbatore,Chennai,Road,InHouse Fleet,Tier-1,511.0,7.63,3.1,721.0,0,2026-04-07
727,Hyderabad,Kochi,Road,Partner-B,Tier-2,356.0,11.11,2.7,720.0,0,2026-01-15
728,Hyderabad,Coimbatore,Road,Partner-B,Tier-2,487.0,2.53,2.6,625.0,0,2026-03-29
729,Coimbatore,Indore,Road,Partner-A,Tier-2,325.0,10.4,1.8,612.0,1,2026-04-04
730,Pune,Bengaluru,Road,InHouse Fleet,Tier-1,301.0,8.8,1.1,564.0,0,2026-05-06
732,Bengaluru,Chennai,Road,InHouse Fleet,Tier-1,342.0,1.96,2.8,436.0,0,2026-04-10
733,Bengaluru,Kochi,Road,Partner-A,Tier-2,671.0,3.97,2.3,709.0,0,2026-02-08
734,Kochi,Pune,Rail,Partner-B,Tier-1,361.0,0.54,1.9,311.0,0,2026-07-17
735,Chennai,Kochi,Rail,InHouse Fleet,Tier-2,483.0,5.71,2.3,616.0,1,2026-03-20
736,Hyderabad,Nagpur,Air,InHouse Fleet,Tier-2,616.0,10.27,1.5,2379.0,0,2026-06-15
737,Pune,Indore,Rail,Partner-A,Tier-2,380.0,3.36,2.4,370.0,0,2026-02-08
738,Coimbatore,Chennai,Road,InHouse Fleet,Tier-1,595.0,2.18,2.6,669.0,1,2026-02-21
739,Coimbatore,Pune,Rail,InHouse Fleet,Tier-1,295.0,2.05,2.2,376.0,0,2026-08-02
740,Pune,Nagpur,Road,Partner-A,Tier-2,562.0,5.08,2.5,739.0,0,2026-05-11
741,Indore,Nagpur,Road,Partner-A,Tier-2,936.0,7.59,3.1,1160.0,0,2026-06-06
742,Nagpur,Chennai,Road,InHouse Fleet,Tier-1,126.0,,1.3,585.0,0,2026-08-09
743,Chennai,Indore,Road,InHouse Fleet,Tier-2,447.0,0.48,2.0,507.0,1,2026-05-06
745,Hyderabad,Coimbatore,Road,InHouse Fleet,Tier-2,453.0,13.25,1.2,809.0,0,2026-06-08
746,Chennai,Nagpur,Air,InHouse Fleet,Tier-2,638.0,5.94,0.9,2015.0,0,2026-08-25
747,Hyderabad,Coimbatore,Road,InHouse Fleet,Tier-2,728.0,9.94,3.1,1025.0,1,2026-03-07
748,Indore,Bengaluru,Road,InHouse Fleet,Tier-1,483.0,8.45,1.3,713.0,0,2026-08-15
749,Bengaluru,Nagpur,Air,InHouse Fleet,Tier-2,1113.0,,1.6,3059.0,0,2026-02-14
750,Chennai,Nagpur,Road,Partner-B,Tier-2,245.0,5.16,0.9,397.0,0,2026-07-20
751,Kochi,Pune,Road,InHouse Fleet,Tier-1,460.0,6.84,1.7,716.0,0,2026-01-22
753,Chennai,Indore,Road,Partner-A,Tier-2,550.0,4.22,2.1,566.0,0,2026-03-24
754,Chennai,Nagpur,Road,Partner-A,Tier-2,544.0,4.5,2.0,620.0,0,2026-08-17
755,Chennai,Kochi,Rail,Partner-B,Tier-2,538.0,7.85,1.2,617.0,0,2026-05-18
756,Nagpur,Indore,Road,Partner-B,Tier-2,486.0,2.65,2.0,668.0,1,2026-08-26
757,Chennai,Bengaluru,Road,InHouse Fleet,Tier-1,653.0,10.59,1.9,992.0,0,2026-05-29
758,Hyderabad,Pune,Air,Partner-A,Tier-1,502.0,10.0,1.0,2123.0,0,2026-01-17
759,Bengaluru,Chennai,Road,InHouse Fleet,Tier-1,354.0,3.52,2.2,499.0,1,2026-03-08
761,Pune,Nagpur,Road,InHouse Fleet,Tier-2,893.0,7.91,3.6,1069.0,0,2026-01-07
762,Chennai,Bengaluru,Road,Partner-B,Tier-1,78.0,7.21,0.5,381.0,0,2026-08-21
763,Coimbatore,Hyderabad,Road,Partner-A,Tier-1,110.0,3.23,2.2,206.0,0,2026-04-11
764,Chennai,Bengaluru,Road,InHouse Fleet,Tier-1,40.0,8.32,0.8,265.0,0,2026-02-05
765,Coimbatore,Bengaluru,Road,Partner-A,Tier-1,224.0,13.89,1.1,560.0,0,2026-03-08
766,Hyderabad,Pune,Rail,Partner-B,Tier-1,379.0,10.83,1.2,619.0,0,2026-03-18
767,Coimbatore,Chennai,Road,Partner-B,Tier-1,369.0,1.37,1.9,396.0,0,2026-08-21
768,Kochi,Hyderabad,Road,InHouse Fleet,Tier-1,377.0,7.39,3.0,664.0,1,2026-06-07
769,Pune,Coimbatore,Road,Partner-A,Tier-2,396.0,9.68,1.1,687.0,0,2026-03-28
770,Bengaluru,Coimbatore,Road,InHouse Fleet,Tier-2,795.0,3.05,2.0,938.0,0,2026-07-18
771,Coimbatore,Indore,Road,InHouse Fleet,Tier-2,693.0,10.59,2.7,902.0,0,2026-08-10
772,Coimbatore,Bengaluru,Road,InHouse Fleet,Tier-1,482.0,2.76,2.4,545.0,0,2026-06-06
773,Bengaluru,Kochi,Air,InHouse Fleet,Tier-2,309.0,4.19,1.3,1231.0,0,2026-03-13
775,Chennai,Kochi,Road,InHouse Fleet,Tier-2,706.0,2.86,2.9,761.0,1,2026-07-21
776,Coimbatore,Pune,Road,Partner-B,Tier-1,136.0,2.47,0.6,120.0,0,2026-06-10
777,Bengaluru,Coimbatore,Road,InHouse Fleet,Tier-2,578.0,6.83,1.7,689.0,0,2026-02-28
778,Kochi,Indore,Road,InHouse Fleet,Tier-2,746.0,1.5,2.7,722.0,0,2026-01-20
779,Kochi,Indore,Road,InHouse Fleet,Tier-2,666.0,4.38,3.5,727.0,0,2026-08-09
780,Hyderabad,Indore,Road,InHouse Fleet,Tier-2,497.0,6.83,2.4,739.0,0,2026-06-06
781,Bengaluru,Hyderabad,Road,InHouse Fleet,Tier-1,351.0,2.89,2.1,488.0,0,2026-06-30
782,Hyderabad,Chennai,Air,InHouse Fleet,Tier-1,74.0,11.83,0.5,1160.0,0,2026-08-01
783,Kochi,Hyderabad,Rail,Partner-A,Tier-1,557.0,4.65,2.3,679.0,0,2026-05-09
784,Pune,Nagpur,Air,InHouse Fleet,Tier-2,613.0,15.36,0.8,2711.0,0,2026-06-11
785,Chennai,Nagpur,Air,InHouse Fleet,Tier-2,851.0,1.34,2.7,2335.0,0,2026-06-21
786,Bengaluru,Kochi,Road,InHouse Fleet,Tier-2,555.0,7.03,1.6,666.0,0,2026-08-12
787,Indore,Chennai,Rail,Partner-B,Tier-1,256.0,6.05,1.0,373.0,1,2026-04-19
788,Kochi,Coimbatore,Road,Partner-B,Tier-2,512.0,3.83,1.3,654.0,0,2026-01-14
789,Kochi,Chennai,Rail,InHouse Fleet,Tier-1,508.0,5.34,2.0,512.0,0,2026-06-14
790,Indore,Pune,Rail,InHouse Fleet,Tier-1,222.0,7.78,1.4,482.0,0,2026-06-12
792,Kochi,Bengaluru,Rail,Partner-B,Tier-1,466.0,8.83,2.8,579.0,0,2026-07-06
793,Coimbatore,Bengaluru,Road,InHouse Fleet,Tier-1,281.0,4.77,2.1,378.0,0,2026-01-24
794,Pune,Coimbatore,Road,InHouse Fleet,Tier-2,294.0,7.09,1.2,462.0,0,2026-07-12
795,Bengaluru,Pune,Road,InHouse Fleet,Tier-1,247.0,2.64,2.1,505.0,0,2026-04-20
796,Indore,Kochi,Road,InHouse Fleet,Tier-2,438.0,8.95,1.2,673.0,0,2026-05-14
797,Coimbatore,Hyderabad,Road,InHouse Fleet,Tier-1,356.0,13.4,1.4,611.0,0,2026-07-15
798,Indore,Pune,Road,Partner-A,Tier-1,136.0,9.43,1.4,402.0,0,2026-02-07
800,Hyderabad,Bengaluru,Road,Partner-A,Tier-1,517.0,2.86,1.5,507.0,0,2026-05-09
801,Bengaluru,Kochi,Air,InHouse Fleet,Tier-2,634.0,2.28,2.1,1895.0,0,2026-02-10
803,Bengaluru,Pune,Rail,Partner-B,Tier-1,318.0,21.78,3.0,611.0,1,2026-01-31
804,Bengaluru,Pune,Rail,InHouse Fleet,Tier-1,468.0,12.81,1.7,573.0,0,2026-02-05
805,Nagpur,Bengaluru,Road,Partner-B,Tier-1,524.0,8.86,1.8,773.0,0,2026-07-20
806,Pune,Hyderabad,Rail,Partner-A,Tier-1,346.0,,1.6,659.0,0,2026-04-15
807,Kochi,Coimbatore,Air,InHouse Fleet,Tier-2,511.0,5.21,1.1,1738.0,0,2026-07-01
808,Bengaluru,Indore,Road,Partner-B,Tier-2,331.0,8.74,1.9,521.0,0,2026-04-19
809,Nagpur,Coimbatore,Road,InHouse Fleet,Tier-2,527.0,11.75,1.4,859.0,0,2026-08-03
810,Coimbatore,Pune,Road,Partner-B,Tier-1,239.0,4.22,1.7,373.0,0,2026-01-31
811,Hyderabad,Coimbatore,Road,InHouse Fleet,Tier-2,669.0,7.39,3.6,935.0,1,2026-06-06
812,Hyderabad,Bengaluru,Road,Partner-B,Tier-1,288.0,10.89,0.8,663.0,0,2026-04-23
814,Pune,Kochi,Road,Partner-A,Tier-2,774.0,2.13,2.0,798.0,0,2026-08-01
816,Coimbatore,Kochi,Air,Partner-B,Tier-2,540.0,3.89,1.2,1771.0,0,2026-05-11
817,Bengaluru,Pune,Road,Partner-B,Tier-1,340.0,10.72,2.1,670.0,0,2026-07-05
818,Hyderabad,Indore,Road,Partner-B,Tier-2,863.0,6.17,3.5,1093.0,0,2026-08-06
819,Pune,Indore,Road,Partner-B,Tier-2,712.0,5.58,3.1,905.0,0,2026-03-02
820,Bengaluru,Nagpur,Road,InHouse Fleet,Tier-2,639.0,5.1,1.6,815.0,0,2026-01-06
821,Indore,Pune,Rail,InHouse Fleet,Tier-1,242.0,11.48,1.1,548.0,0,2026-01-20
822,Pune,Hyderabad,Road,InHouse Fleet,Tier-1,236.0,2.35,1.0,352.0,0,2026-04-21
823,Nagpur,Coimbatore,Road,InHouse Fleet,Tier-2,497.0,3.68,2.1,573.0,1,2026-03-02
824,Indore,Pune,Road,InHouse Fleet,Tier-1,253.0,1.49,1.6,357.0,0,2026-06-23
825,Kochi,Chennai,Road,Partner-A,Tier-1,486.0,4.12,1.3,599.0,0,2026-05-21
826,Pune,Nagpur,Air,InHouse Fleet,Tier-2,610.0,5.95,1.2,2058.0,0,2026-08-21
827,Hyderabad,Chennai,Air,Partner-A,Tier-1,107.0,0.78,1.4,513.0,0,2026-01-23
828,Chennai,Bengaluru,Road,InHouse Fleet,Tier-1,668.0,2.67,2.1,772.0,0,2026-03-20
830,Kochi,Coimbatore,Road,Partner-A,Tier-2,708.0,,2.5,799.0,0,2026-08-26
831,Coimbatore,Pune,Road,Partner-A,Tier-1,97.0,7.3,2.2,380.0,0,2026-01-31
832,Coimbatore,Chennai,Road,Partner-A,Tier-1,270.0,16.09,2.8,648.0,0,2026-01-04
833,Hyderabad,Coimbatore,Road,Partner-A,Tier-2,670.0,8.09,1.7,943.0,0,2026-07-22
834,Pune,Bengaluru,Road,InHouse Fleet,Tier-1,657.0,4.63,2.5,845.0,0,2026-04-28
835,Bengaluru,Indore,Road,Partner-A,Tier-2,451.0,5.83,3.8,653.0,0,2026-03-07
836,Pune,Hyderabad,Rail,InHouse Fleet,Tier-1,526.0,5.98,2.3,581.0,0,2026-05-24
837,Hyderabad,Nagpur,Rail,InHouse Fleet,Tier-2,902.0,3.69,2.7,774.0,0,2026-04-25
839,Pune,Coimbatore,Air,InHouse Fleet,Tier-2,537.0,6.36,2.2,1842.0,0,2026-01-31
840,Coimbatore,Hyderabad,Road,InHouse Fleet,Tier-1,300.0,3.54,1.8,438.0,0,2026-06-25
841,Indore,Coimbatore,Road,Partner-B,Tier-2,463.0,6.59,2.5,780.0,1,2026-05-03
842,Kochi,Bengaluru,Air,Partner-B,Tier-1,313.0,5.09,1.1,1285.0,0,2026-08-19
844,Indore,Hyderabad,Rail,InHouse Fleet,Tier-1,343.0,4.47,1.8,320.0,0,2026-02-12
845,Coimbatore,Nagpur,Road,InHouse Fleet,Tier-2,769.0,4.57,3.0,784.0,1,2026-08-24
846,Coimbatore,Pune,Road,InHouse Fleet,Tier-1,546.0,9.04,2.7,711.0,0,2026-01-04
848,Chennai,Pune,Road,InHouse Fleet,Tier-1,215.0,8.45,1.2,462.0,0,2026-07-09
849,Indore,Coimbatore,Road,Partner-A,Tier-2,296.0,4.29,1.4,530.0,0,2026-02-17
850,Nagpur,Chennai,Road,InHouse Fleet,Tier-1,346.0,8.8,1.0,550.0,0,2026-06-05
851,Indore,Kochi,Road,Partner-B,Tier-2,703.0,5.02,2.3,924.0,0,2026-05-24
852,Chennai,Hyderabad,Road,InHouse Fleet,Tier-1,395.0,5.08,2.4,573.0,0,2026-08-19
853,Coimbatore,Hyderabad,Road,Partner-A,Tier-1,291.0,3.69,1.9,463.0,0,2026-03-30
854,Hyderabad,Nagpur,Rail,InHouse Fleet,Tier-2,672.0,14.99,1.7,875.0,0,2026-05-06
855,Indore,Chennai,Road,Partner-A,Tier-1,623.0,13.97,1.6,1025.0,0,2026-03-18
856,Coimbatore,Bengaluru,Road,InHouse Fleet,Tier-1,419.0,3.07,1.8,509.0,0,2026-07-16
857,Hyderabad,Chennai,Road,InHouse Fleet,Tier-1,283.0,4.09,2.2,297.0,0,2026-06-07
858,Hyderabad,Coimbatore,Road,Partner-B,Tier-2,560.0,6.96,2.0,723.0,0,2026-03-06
859,Chennai,Bengaluru,Road,Partner-B,Tier-1,319.0,7.9,0.9,511.0,0,2026-03-10
861,Pune,Indore,Air,Partner-A,Tier-2,945.0,2.18,1.4,2580.0,0,2026-01-14
862,Bengaluru,Kochi,Road,Partner-B,Tier-2,617.0,2.52,2.6,711.0,1,2026-03-16
863,Chennai,Indore,Rail,InHouse Fleet,Tier-2,646.0,7.91,3.0,671.0,1,2026-06-11
864,Chennai,Hyderabad,Road,InHouse Fleet,Tier-1,263.0,1.36,1.4,456.0,0,2026-07-03
865,Pune,Chennai,Road,InHouse Fleet,Tier-1,548.0,3.09,2.9,612.0,0,2026-01-29
866,Bengaluru,Indore,Road,Partner-A,Tier-2,1003.0,9.73,3.8,1092.0,0,2026-07-29
867,Coimbatore,Pune,Road,InHouse Fleet,Tier-1,431.0,9.43,1.3,711.0,0,2026-03-20
869,Indore,Pune,Road,Partner-A,Tier-1,365.0,14.45,2.6,841.0,0,2026-08-26
870,Nagpur,Indore,Road,Partner-B,Tier-2,657.0,17.69,2.6,1131.0,0,2026-06-02
871,Coimbatore,Kochi,Air,InHouse Fleet,Tier-2,221.0,27.58,0.5,2496.0,0,2026-04-04
872,Kochi,Nagpur,Rail,InHouse Fleet,Tier-2,784.0,4.0,3.5,723.0,0,2026-08-25
873,Chennai,Coimbatore,Air,InHouse Fleet,Tier-2,674.0,3.27,1.4,2108.0,1,2026-03-07
874,Bengaluru,Pune,Road,InHouse Fleet,Tier-1,427.0,7.16,1.1,591.0,0,2026-04-25
